Age,Gender,Location,Subscription_Length_Months,Monthly_Bill,Total_Usage_GB
20,1,2,13,82.43,99
62,0,4,11,39.45,158
18,1,3,22,97.18,408
48,1,4,14,36.15,190
53,1,1,20,82.55,235
24,1,2,22,87.53,465
64,1,3,24,37.57,157
52,0,0,1,80.77,164
57,0,1,23,90.04,201
25,0,2,24,93.39,496
20,1,2,6,48.77,81
60,0,4,21,63.72,89
49,1,0,10,97.36,261
25,0,2,23,34.59,439
25,0,0,11,92.9,250
28,1,0,8,35.93,120
61,0,1,1,60.18,323
69,0,0,8,40.36,282
23,0,0,1,44.19,63
52,0,3,14,95.91,123
49,1,3,23,75.66,165
65,1,1,22,80.96,450
59,0,4,7,48.67,188
45,0,2,7,70.18,103
56,0,0,24,32.83,217
43,1,1,8,40.24,118
65,1,3,11,79.58,450
40,0,3,11,39.85,212
21,0,4,18,62.4,386
19,1,1,21,72.31,275
45,0,4,7,63.37,466
28,0,0,7,52.96,483
45,1,3,12,87.73,95
69,0,0,4,77.51,339
22,0,2,12,97.97,71
47,1,2,13,80.53,212
28,0,2,13,35.25,121
67,1,0,18,78.78,297
32,1,0,9,62.94,442
44,1,2,22,94.08,112
21,0,3,13,75.4,381
54,1,4,17,66.82,97
48,0,0,5,46.98,330
24,1,1,12,94.71,447
52,0,3,21,67.02,72
32,0,0,12,75.95,335
40,0,3,9,65.58,175
60,1,1,13,59.62,365
40,0,0,10,95.77,471
54,0,2,1,93.41,422
50,0,4,21,47.99,468
68,0,2,6,58.56,186
55,1,4,2,83.35,437
47,0,2,17,57.72,394
20,0,1,2,53.14,403
54,0,0,17,36.83,476
60,0,2,5,50.75,151
48,0,1,4,56.11,423
51,0,0,3,89.21,106
21,0,0,10,91.05,223
68,0,2,20,41.91,211
69,1,4,17,96.83,274
50,0,3,12,90.94,209
36,1,0,5,93.1,420
66,0,1,20,97.11,122
43,0,2,5,38.71,299
35,1,2,21,50.17,460
34,1,3,13,97.76,332
28,1,4,5,67.17,139
36,0,3,9,83.03,320
41,1,1,14,86.72,300
56,0,4,22,59.52,198
33,0,3,4,33.11,342
28,0,1,15,64.38,168
70,0,2,8,56.73,67
65,0,0,20,49.2,356
47,1,0,12,67.59,323
65,0,4,13,80.66,445
36,0,2,10,59.17,185
52,0,1,13,50.88,430
24,0,2,10,52.17,237
50,1,2,1,55.38,106
41,1,4,10,94.74,410
54,0,4,18,34.37,445
65,1,1,22,37.63,470
57,1,2,9,70.93,423
51,0,3,17,63.96,196
37,1,2,22,80.2,253
70,1,2,16,44.87,489
22,0,0,19,37.89,133
40,1,3,1,91.28,145
60,0,2,7,73.17,68
62,1,3,1,45.27,217
34,0,4,10,51.21,281
55,0,3,23,68.23,490
18,0,3,16,43.91,227
41,0,4,20,41.28,379
58,0,2,11,60.28,463
68,1,2,24,98.94,345
39,0,3,24,72.71,86
36,1,0,17,77.71,172
70,0,1,13,87.39,226
65,1,4,6,96.66,115
70,1,0,9,85.37,432
31,1,2,20,96.98,492
43,1,3,11,31.77,495
42,0,0,4,83.36,283
61,1,3,20,52.18,150
43,0,2,22,69.38,348
51,1,1,10,70.14,194
62,1,3,18,88.26,471
58,0,1,11,66.78,333
52,1,4,19,91.2,443
67,1,3,9,87.98,294
43,0,4,2,83.4,303
24,1,4,20,33.09,193
56,0,4,16,76.79,492
29,1,0,4,32.37,428
59,1,4,11,65.39,304
32,1,3,1,92.74,221
32,1,1,9,50.27,258
59,1,2,7,40.62,358
41,1,2,4,32.44,391
22,1,0,13,54.77,298
18,1,1,6,71.9,252
55,1,2,5,40.22,87
47,1,2,23,80.39,401
56,1,1,12,44.63,191
68,1,4,21,60.18,302
61,0,4,12,77.76,349
53,0,4,7,86.17,252
19,1,2,1,97.87,399
65,0,3,13,99.95,378
30,1,4,22,68.41,449
66,0,3,19,95.3,308
35,0,4,21,54.58,154
57,1,0,15,60.45,352
59,0,0,12,78.12,291
27,0,0,17,93.03,322
57,0,1,3,34.58,111
28,1,1,4,45.77,251
32,0,0,14,68.33,358
22,0,0,19,37.18,345
18,0,0,13,71.95,420
51,0,2,20,77.56,381
52,0,3,7,73.25,344
55,0,2,20,75.32,451
67,1,2,1,67.6,135
47,0,2,10,30.29,284
60,0,1,8,64.74,234
62,1,2,8,50.12,425
19,1,4,3,83.66,360
42,1,2,17,70.41,298
59,1,2,15,96.29,395
69,0,1,9,68.16,448
29,0,4,4,45.81,297
52,0,2,19,69.5,489
27,0,3,17,84.85,285
58,0,0,21,85.48,230
24,1,0,4,84.49,353
36,0,3,4,79.93,442
23,1,3,5,47.58,489
37,1,2,7,77.94,394
63,1,1,23,42.39,248
48,1,2,4,93.04,318
40,0,4,18,63.11,103
30,0,4,22,75.56,319
47,0,0,12,87.11,160
64,1,4,18,60.44,411
62,1,2,20,77.52,428
52,1,1,22,44.52,208
45,0,4,10,30.85,233
69,1,0,3,54.17,420
27,1,3,10,81.45,357
37,0,4,20,92.01,381
37,0,1,9,41.39,226
53,1,1,8,77.14,413
43,1,2,8,96.2,153
26,0,2,14,60.19,332
61,1,1,22,97.64,294
39,1,1,19,95.44,367
46,0,0,14,30.29,464
44,0,0,14,64.9,394
65,0,0,1,88.13,207
29,1,2,11,98.81,309
32,0,1,21,75.46,186
51,1,3,14,62.79,438
21,0,0,6,85.58,204
58,0,4,24,83.45,369
57,1,2,3,87.98,228
57,1,1,9,74.92,247
47,1,3,7,82.04,459
39,0,4,5,97.97,299
36,0,0,14,77.88,464
48,0,1,2,94.63,70
53,1,2,12,39.57,286
29,0,2,1,41.28,312
28,1,4,14,97.02,64
42,1,4,15,89.31,453
48,1,2,17,50.35,486
31,0,1,4,99.27,64
24,1,4,23,62.86,115
62,0,1,5,61.92,438
39,1,0,9,87.31,145
27,1,1,16,97.49,238
45,0,2,23,94.77,144
37,1,2,22,84.22,98
68,0,2,8,62.24,196
41,0,1,2,63.34,409
50,0,0,11,51.58,284
22,1,4,14,77.87,258
59,0,0,1,60.31,61
31,1,1,5,77.09,224
19,1,1,24,86.09,413
43,0,1,11,82.07,331
38,0,0,16,77.18,93
70,1,1,6,77.19,188
47,1,4,21,43.4,266
45,0,3,11,81.48,86
36,1,0,19,87.69,57
63,0,2,6,68.05,417
34,0,1,10,83.13,205
29,1,0,9,87.58,391
18,1,4,23,83.81,139
42,1,4,19,69.79,445
25,1,4,6,87.48,55
38,1,4,20,50.21,414
37,0,2,18,75.07,81
40,0,4,24,77.05,329
18,0,0,15,39.25,297
29,0,4,20,87.28,97
37,1,1,10,87.63,476
55,0,4,2,56.1,394
70,1,0,17,39.01,216
49,0,2,20,80.03,384
63,1,1,18,95.49,336
32,0,0,5,76.94,283
69,1,2,16,32.15,86
32,0,2,2,90.03,143
27,0,1,13,59.14,397
35,1,1,9,43.73,104
67,0,3,3,85.19,389
27,0,3,20,97.64,409
53,0,1,22,74.05,314
48,0,1,14,90.64,469
68,1,0,3,33.86,408
49,1,0,23,80.37,124
58,0,0,6,88.17,63
27,0,2,12,49.18,444
55,0,0,11,71.9,132
41,1,4,10,85.93,96
49,1,2,22,32.65,183
67,1,2,18,53.17,275
67,0,3,15,84.84,208
59,1,0,14,58.8,80
39,0,3,13,41.19,308
26,1,0,5,72.14,112
22,0,2,11,89.59,143
22,1,3,3,39.08,171
18,1,4,9,75.74,185
41,1,2,13,98.71,153
34,1,3,6,54.21,282
41,1,0,13,82.81,106
31,1,2,2,75.59,498
51,0,2,18,71.8,326
18,0,1,22,65.66,370
21,0,0,19,88.86,453
54,1,0,4,44.81,77
34,0,1,13,62.31,224
45,0,3,21,51.85,428
58,1,0,14,63.94,175
43,0,1,17,99.85,259
24,1,0,15,72.58,464
21,1,0,7,81.88,418
25,0,4,23,49.82,302
62,0,1,4,45.33,297
48,0,1,5,79.73,370
31,1,1,8,49.78,489
70,0,4,18,45.14,181
67,1,4,19,64.42,115
50,1,3,2,58.96,420
23,1,1,15,52.77,106
31,0,3,5,75.08,478
59,1,0,9,66.55,229
43,1,2,12,43.15,465
45,1,0,13,60.59,91
38,1,1,5,63.72,77
54,0,0,15,46.48,199
31,0,0,11,77.07,409
62,1,4,4,65.7,241
58,0,3,23,44.0,371
64,0,1,5,36.88,90
20,0,0,11,69.97,206
60,1,1,23,99.62,262
39,1,1,1,30.71,417
34,0,0,15,57.59,191
31,1,2,19,82.87,411
46,1,4,8,75.47,393
24,0,0,4,59.4,118
37,1,4,10,58.18,481
40,1,3,21,46.15,404
64,1,2,5,65.74,58
20,1,3,1,67.99,294
23,0,1,3,49.15,210
60,1,1,1,58.51,370
63,1,0,23,85.15,430
38,1,4,20,45.3,70
41,0,2,15,83.06,397
52,1,0,12,60.93,108
20,0,2,4,64.21,375
69,1,0,3,95.84,417
20,1,4,17,51.6,463
53,1,3,13,52.65,439
56,1,2,14,75.57,242
27,0,3,1,54.49,499
21,1,1,13,84.55,462
62,1,1,12,58.2,256
33,0,2,19,68.26,454
19,1,3,13,82.89,98
42,0,2,8,85.37,228
35,1,3,19,65.6,172
29,0,1,6,35.31,55
64,1,3,18,52.93,223
44,1,1,4,84.38,142
59,0,4,15,73.56,272
47,0,3,14,37.77,364
65,1,1,23,48.86,468
38,0,0,24,63.85,105
47,1,0,22,92.05,324
54,1,2,9,36.63,439
69,1,1,15,51.25,269
38,0,0,15,94.51,497
53,0,0,9,61.41,423
64,1,4,7,32.79,476
38,0,2,13,45.11,147
68,0,3,19,89.87,228
29,1,3,16,76.45,246
25,0,2,23,55.66,185
43,1,2,10,32.89,489
52,0,1,21,76.88,358
28,0,1,5,49.26,158
48,1,0,3,36.97,193
22,1,2,9,30.94,304
61,0,1,8,41.29,453
44,1,1,17,84.08,241
32,1,0,10,74.43,143
33,1,1,23,32.64,131
63,1,3,17,71.57,425
46,0,4,14,62.68,477
25,0,3,18,91.34,459
69,0,3,23,88.63,305
38,1,1,9,48.78,411
69,0,2,4,78.16,332
30,0,0,6,50.11,151
66,1,0,12,93.12,82
29,1,2,4,31.79,494
24,0,3,8,57.26,307
29,0,0,19,55.88,203
52,0,4,8,53.87,123
63,0,4,22,50.06,96
43,0,3,24,93.09,250
36,1,2,24,43.48,332
27,1,2,2,49.7,432
47,0,1,15,51.29,73
25,0,0,21,95.23,73
69,1,3,2,54.67,269
42,1,0,10,59.02,379
22,1,1,24,94.5,405
62,0,3,11,47.12,474
66,1,1,10,88.76,120
19,1,3,18,65.72,398
51,1,1,21,64.64,92
45,1,4,9,51.33,357
42,1,3,7,81.99,385
51,0,1,13,74.69,195
29,0,4,9,41.05,442
52,0,0,23,48.88,318
53,1,4,4,71.01,238
45,1,2,15,66.13,135
26,0,1,13,81.36,166
29,1,1,16,91.44,103
36,1,2,22,53.33,289
56,1,1,18,51.42,74
69,1,3,8,44.94,201
49,0,2,3,56.33,367
66,1,3,6,92.04,204
48,1,2,11,50.05,427
50,1,3,5,83.27,424
33,1,2,9,35.63,247
30,0,0,22,80.62,311
61,0,3,24,76.66,385
37,1,4,19,47.66,104
31,1,1,17,46.42,432
40,0,4,7,30.11,237
21,1,3,11,78.2,226
53,0,0,4,84.47,267
62,0,3,19,92.96,448
26,1,0,7,31.68,85
66,1,1,6,82.26,114
49,1,4,22,40.03,257
60,1,1,6,82.75,173
68,0,0,9,43.32,442
35,1,3,21,76.91,226
45,0,0,2,42.27,270
64,1,4,10,89.76,435
65,1,3,11,60.07,356
36,0,1,22,78.83,389
27,0,1,9,79.66,166
57,1,1,3,94.35,185
57,1,1,18,81.69,408
63,1,0,3,30.65,145
45,1,1,23,47.19,392
26,1,0,8,43.36,290
61,0,4,10,77.67,407
37,0,0,8,84.24,388
61,1,2,3,38.79,143
36,0,2,18,81.4,365
54,1,4,17,54.72,339
30,0,2,8,85.39,97
68,1,4,4,88.24,322
48,1,1,9,79.84,498
65,1,1,19,94.97,459
67,1,2,9,56.66,103
36,0,4,1,33.26,447
35,0,3,4,83.47,448
65,1,3,6,72.43,55
61,1,1,21,31.97,409
60,0,3,9,92.36,233
32,1,1,17,91.38,247
37,1,0,4,50.39,311
36,1,1,15,97.63,295
60,0,2,15,82.77,436
27,0,0,9,93.59,314
49,1,0,22,71.62,63
52,0,4,5,36.04,467
68,0,0,13,50.2,73
30,0,2,5,50.65,285
44,0,0,5,96.65,418
35,1,0,14,75.18,210
30,1,3,3,63.42,145
37,0,0,8,67.1,335
64,1,2,17,51.47,213
26,0,4,6,52.66,342
55,1,1,8,47.51,126
50,1,1,3,51.46,157
40,0,2,13,72.54,375
61,0,1,9,64.55,361
47,0,0,5,59.76,414
55,1,1,4,62.78,90
67,1,2,13,46.82,427
27,0,3,20,46.62,262
37,1,2,20,60.23,91
43,0,3,17,81.6,282
39,1,1,10,60.44,113
56,1,2,19,43.7,189
58,0,0,8,48.33,243
64,0,3,3,60.12,498
38,0,0,20,71.28,407
25,0,4,5,94.64,413
24,1,3,11,31.56,262
43,1,0,23,96.64,486
66,1,4,24,87.1,208
67,1,3,10,71.15,472
41,1,1,21,52.32,101
62,0,1,8,54.4,402
27,1,1,15,30.75,78
39,1,3,23,46.44,320
70,0,3,22,89.72,345
52,0,4,11,46.54,452
65,1,3,22,38.13,156
70,1,2,10,65.46,418
59,0,2,9,44.91,366
38,1,2,21,45.79,193
65,1,3,19,70.19,465
58,1,2,24,30.09,490
34,1,3,20,48.3,237
56,0,3,21,73.15,60
55,0,2,7,59.36,372
69,1,3,24,58.18,54
21,0,3,11,54.12,106
23,1,1,6,74.82,154
33,0,2,10,65.01,75
41,1,0,11,51.03,371
67,0,1,5,65.04,401
70,1,0,22,78.09,497
20,1,0,16,53.04,395
47,0,4,13,58.62,104
44,0,0,7,64.43,372
38,1,3,1,83.41,221
45,1,3,15,79.0,163
47,0,2,4,87.72,491
30,0,2,16,83.16,405
21,1,1,21,43.39,223
57,1,2,17,90.93,211
62,0,3,1,86.37,263
49,0,4,2,70.29,178
21,0,4,7,77.49,264
35,1,3,20,62.43,163
30,1,2,22,72.22,451
18,0,0,24,55.19,372
34,0,4,5,48.9,499
21,1,4,5,97.64,196
50,0,4,21,43.66,413
59,0,0,14,35.26,102
37,1,3,6,43.04,354
44,1,4,5,47.42,230
36,1,2,16,46.62,354
19,1,0,20,31.71,198
22,0,1,6,60.52,266
22,0,1,12,68.2,412
42,1,3,23,36.38,309
67,1,2,12,76.42,435
59,1,0,21,80.87,487
25,1,1,23,71.14,305
58,0,2,15,48.77,277
62,1,0,19,67.24,178
41,0,2,12,95.48,308
41,0,3,15,41.89,280
65,0,0,16,53.73,311
29,1,3,8,76.3,124
54,0,4,20,44.01,428
18,0,1,14,82.57,244
46,1,4,5,32.26,404
69,0,0,8,58.43,491
65,1,3,6,49.69,244
22,1,0,18,98.04,212
23,1,1,18,48.43,229
28,0,2,6,40.23,442
20,0,0,6,84.02,118
33,0,3,22,82.25,206
21,0,4,4,67.83,240
59,0,3,3,37.17,414
47,1,4,24,40.88,323
30,1,3,2,91.88,226
48,0,4,18,71.69,300
39,0,2,24,51.46,232
38,1,2,21,84.91,449
61,0,0,13,47.85,343
34,1,3,5,33.31,396
21,1,0,21,77.98,414
30,1,0,23,58.5,382
24,1,1,1,37.02,147
59,0,2,17,68.85,84
63,1,0,16,69.76,198
31,0,2,19,36.62,316
59,1,0,11,58.82,497
51,1,2,8,55.18,366
41,1,4,21,60.25,192
27,0,3,18,72.7,411
69,0,1,13,39.5,174
51,1,3,20,98.64,455
27,1,4,20,73.57,160
70,0,1,16,54.09,394
56,1,1,1,88.47,215
24,1,1,16,87.97,93
63,0,3,20,79.78,73
40,1,0,9,89.63,237
44,0,4,12,78.53,427
34,1,3,11,70.52,183
55,0,4,4,78.45,120
39,0,0,24,70.93,237
60,1,2,6,86.51,190
22,0,2,23,40.16,497
19,0,3,19,82.59,69
60,0,0,10,50.89,407
25,1,4,7,96.71,467
42,0,1,4,54.33,418
60,1,3,12,63.29,234
44,0,3,24,62.59,342
30,0,2,19,49.56,147
19,0,4,6,84.09,53
19,0,3,10,95.74,139
21,1,0,10,84.85,148
27,1,3,1,83.82,358
47,1,0,7,67.49,275
65,0,2,17,60.79,119
32,1,3,12,55.33,189
33,0,3,17,76.33,153
31,0,0,6,92.24,116
24,1,0,8,33.45,269
68,1,2,19,71.92,66
27,0,3,18,87.71,261
25,1,4,2,42.12,223
32,1,0,8,82.97,63
63,1,2,21,71.07,50
39,1,4,11,65.15,345
29,1,0,22,57.76,257
53,1,4,2,78.94,364
62,0,1,17,73.69,492
68,1,0,13,95.53,79
44,0,2,9,43.75,169
25,0,0,9,46.3,413
66,1,1,15,49.75,304
63,0,4,11,44.73,101
37,0,1,2,39.89,240
61,1,1,8,58.28,198
25,1,4,4,90.39,122
54,0,3,9,81.66,487
67,0,0,10,69.85,151
58,0,1,11,71.54,107
22,0,3,23,43.81,235
22,1,3,2,58.93,137
63,0,4,21,86.89,62
45,0,0,17,46.22,282
34,0,2,7,81.19,318
66,0,4,21,59.13,249
68,0,0,2,57.74,449
43,0,1,19,38.72,91
58,0,4,16,30.66,200
25,0,2,5,91.88,250
31,1,1,22,57.64,165
56,0,4,24,33.22,346
18,1,2,16,61.04,489
58,1,3,13,61.52,102
45,1,3,18,67.15,158
51,1,2,7,88.01,305
28,0,2,15,38.07,319
38,0,1,21,87.8,259
29,1,2,11,67.17,111
27,1,0,15,90.52,464
52,0,0,24,61.78,217
30,0,0,6,37.41,177
48,1,4,13,77.68,481
27,1,2,8,59.49,148
60,0,2,23,76.52,158
47,0,2,16,62.2,401
37,0,0,12,59.71,315
32,0,4,1,89.06,170
38,1,2,5,69.42,154
23,1,1,1,85.3,491
56,1,2,14,49.4,298
29,1,1,8,34.63,92
70,1,0,3,60.8,124
64,0,1,11,62.97,113
61,1,0,16,75.32,83
53,0,1,17,94.59,243
42,1,3,4,31.94,146
39,1,1,21,87.52,142
55,0,0,7,60.19,255
69,1,1,9,86.37,159
63,0,4,13,66.95,193
29,0,3,12,70.99,84
35,0,1,8,41.99,450
69,1,4,4,53.73,386
43,0,3,8,51.22,423
27,0,0,24,95.68,286
69,1,2,6,61.32,465
33,0,0,17,87.73,193
59,1,2,22,72.46,367
35,0,1,19,75.86,393
29,1,4,3,31.65,489
50,1,0,6,78.94,242
48,0,2,22,73.41,158
47,1,3,15,39.98,269
19,0,4,13,80.55,462
27,1,0,16,51.7,114
33,1,4,23,80.38,96
40,0,2,1,82.01,325
65,0,3,20,35.62,171
54,0,4,5,75.35,459
39,1,0,4,94.38,464
65,1,4,12,34.67,450
26,1,2,8,36.81,85
38,1,2,12,91.66,342
24,1,0,12,59.54,498
62,1,1,8,33.19,475
20,1,0,1,89.79,248
48,1,0,3,67.86,198
30,0,1,15,92.1,472
51,1,1,1,34.94,184
59,0,0,9,81.67,198
29,0,3,24,95.36,439
28,0,3,1,74.89,414
49,0,0,1,33.85,481
33,1,2,8,68.91,450
40,1,3,20,60.81,55
52,0,0,17,35.6,60
30,0,0,17,95.77,168
50,1,3,15,94.63,294
22,1,3,15,82.11,442
56,1,3,24,67.46,285
52,1,0,3,33.33,81
36,1,3,17,78.08,414
44,0,0,24,56.14,257
24,0,0,1,77.42,197
56,1,4,9,40.04,361
46,0,4,18,62.27,489
20,1,1,14,40.6,497
31,0,2,21,31.17,490
38,1,0,11,79.16,324
44,0,4,4,41.27,500
46,0,4,9,35.82,90
47,1,4,11,64.25,176
41,0,3,4,95.84,72
58,0,4,13,95.83,316
32,1,3,20,72.17,388
59,1,3,24,96.7,451
54,1,3,11,63.32,219
48,1,1,9,76.86,84
26,1,2,1,98.84,87
24,0,3,21,39.84,154
33,0,2,15,79.3,214
52,0,4,11,64.17,214
18,1,4,20,66.15,264
54,0,3,4,54.21,440
31,1,0,12,73.95,446
70,1,2,2,30.04,483
68,1,3,18,80.52,377
34,1,0,2,82.97,316
47,1,1,4,34.74,103
28,1,2,14,32.79,156
57,0,1,17,59.96,273
43,1,3,13,90.23,159
19,0,3,6,69.98,74
18,1,0,12,89.63,174
36,0,1,9,33.54,87
26,0,1,16,68.34,148
20,1,2,10,39.85,484
52,0,0,13,64.3,295
66,1,1,22,82.1,105
35,0,2,13,73.18,54
63,1,0,7,69.32,318
43,1,2,24,77.09,202
46,1,2,15,36.81,224
70,1,1,6,74.56,179
51,1,2,16,61.18,95
26,0,1,8,95.36,174
41,1,4,19,51.09,472
42,1,4,5,74.87,278
28,1,2,23,57.84,410
21,1,2,21,76.36,459
40,0,2,10,94.14,144
46,1,2,13,71.05,233
26,0,2,20,61.04,62
44,0,2,18,40.66,455
41,0,0,14,56.45,413
48,0,4,13,99.99,190
50,1,0,21,51.61,239
58,0,3,1,88.38,227
38,0,4,18,42.22,413
49,0,3,5,69.57,432
28,1,1,3,32.52,370
31,1,0,9,76.16,437
47,0,1,24,42.41,397
24,1,4,24,45.89,470
62,0,4,3,45.57,334
35,1,3,19,70.98,461
63,0,4,22,63.88,97
37,0,1,3,82.06,216
44,0,0,8,92.71,81
59,1,0,1,50.93,96
61,1,1,17,32.15,414
44,0,2,5,36.03,433
69,0,1,16,68.51,254
29,1,4,19,92.88,492
23,0,4,7,98.19,405
22,1,3,2,92.24,50
69,0,3,17,33.43,71
66,1,3,4,88.61,56
45,1,3,10,40.56,412
55,0,4,17,66.13,351
21,0,1,16,92.21,61
57,0,1,23,48.26,185
30,0,3,4,60.4,425
42,0,2,23,56.01,182
48,0,2,3,84.49,433
70,1,0,15,43.83,242
44,1,0,9,52.89,471
26,0,4,19,57.88,493
54,1,3,6,66.45,346
64,0,3,20,32.84,85
54,1,4,9,98.68,405
57,0,2,2,67.64,295
28,1,1,2,79.82,447
34,1,2,20,98.85,61
58,1,1,22,86.66,419
65,0,2,24,49.32,119
20,0,0,6,61.5,492
19,1,2,1,73.39,368
61,0,0,8,52.6,67
63,0,2,7,43.38,224
48,1,0,14,97.82,146
68,0,0,24,44.36,105
20,0,2,2,81.36,168
27,1,3,12,80.12,365
19,0,0,5,82.83,428
45,0,0,10,85.35,323
47,0,4,11,95.86,336
38,0,1,17,54.8,76
50,0,2,21,38.69,56
67,0,4,12,73.64,203
36,1,0,8,95.84,399
21,0,1,16,52.57,385
58,0,1,17,98.93,163
47,0,3,15,65.2,130
35,0,1,13,91.5,282
61,0,4,20,37.46,426
50,0,3,9,95.55,365
40,1,3,15,56.34,479
55,0,2,1,41.61,266
66,0,0,1,49.85,372
53,0,2,15,53.4,476
42,0,0,10,57.68,396
69,1,3,24,93.96,374
21,0,3,15,87.49,423
34,0,1,14,71.97,171
69,1,3,9,60.49,278
42,0,3,10,50.9,200
60,0,1,24,85.97,218
58,0,2,2,50.64,214
47,1,1,14,47.85,232
66,1,0,14,70.57,145
64,1,1,22,57.31,266
34,0,3,5,52.19,93
51,1,2,6,43.87,457
18,0,0,17,97.09,462
40,1,4,24,45.87,459
46,1,1,4,69.03,330
36,0,3,24,73.51,314
29,1,4,12,72.66,359
45,1,0,13,59.68,133
28,0,3,23,40.59,297
37,0,0,12,99.03,94
70,1,1,19,65.32,315
50,1,1,17,99.69,112
39,0,1,16,46.27,468
28,1,0,20,73.8,430
31,0,1,6,96.52,436
64,0,3,23,92.3,290
38,1,1,20,85.13,239
21,0,1,18,89.99,175
40,1,4,13,61.29,467
26,1,4,4,69.63,424
34,0,2,17,81.74,297
38,1,4,19,32.3,137
35,1,0,2,63.4,74
24,1,0,5,76.47,331
25,0,1,1,52.48,292
43,1,1,19,72.8,124
31,0,4,19,45.98,431
51,0,1,15,60.14,235
69,0,3,13,60.74,137
64,1,4,22,51.38,408
28,1,4,15,37.23,293
56,1,0,21,55.91,83
20,1,3,23,60.29,110
69,1,1,14,35.17,101
23,0,4,3,36.15,50
63,1,1,16,73.84,203
46,1,0,16,97.18,73
46,0,4,3,35.61,398
40,1,4,12,88.36,147
37,1,1,13,76.1,79
50,0,0,15,94.3,314
18,0,1,13,54.34,192
25,1,0,24,70.05,230
61,0,4,11,94.25,361
33,0,4,3,46.53,337
27,0,1,16,51.64,158
25,1,3,12,95.37,119
29,0,3,18,51.35,104
34,0,3,24,31.6,424
21,1,1,15,64.26,152
40,1,1,13,65.51,242
59,0,2,13,51.11,374
48,1,3,5,91.23,500
27,0,4,23,75.98,129
40,1,1,15,65.34,149
49,1,2,12,78.89,405
22,0,3,21,70.1,344
49,0,2,16,60.37,340
18,0,1,13,46.4,280
36,0,0,14,75.06,261
53,0,3,22,74.21,460
65,0,2,19,69.17,91
65,0,1,14,57.93,324
60,1,2,11,34.1,389
49,0,2,1,45.09,294
37,1,0,22,52.91,187
46,1,1,21,47.1,313
51,0,3,23,74.36,275
47,1,0,19,65.74,157
57,0,0,4,76.02,361
32,0,3,9,38.74,355
49,0,1,21,36.61,353
62,0,2,13,81.55,174
70,0,2,12,45.3,172
19,1,1,14,36.86,412
36,0,4,8,57.86,177
68,1,4,2,88.69,295
23,1,0,21,74.35,258
45,0,0,10,72.93,246
46,1,0,4,71.41,54
59,1,2,13,61.51,447
70,0,4,14,45.9,235
30,0,0,10,42.74,362
32,0,3,8,35.11,57
34,1,3,19,93.74,55
34,0,1,7,88.4,310
31,1,1,13,69.17,320
62,1,4,15,30.55,399
30,0,3,15,75.8,467
51,1,2,11,76.77,247
52,1,2,1,58.41,348
58,0,3,5,85.44,181
42,1,2,17,78.29,62
66,1,4,9,58.37,253
19,0,0,21,92.17,356
54,1,1,12,30.41,498
44,0,4,17,55.86,99
35,0,2,14,55.56,206
30,1,2,22,40.14,370
32,1,0,1,33.31,99
23,1,2,3,53.16,288
22,1,3,3,99.32,79
41,0,3,21,83.18,397
27,1,3,16,80.72,393
63,0,0,21,90.67,351
24,0,4,1,61.93,409
27,1,2,8,79.17,166
55,0,3,3,95.58,217
49,1,3,2,52.78,395
37,0,3,23,55.59,163
70,0,0,6,64.25,195
27,0,4,3,76.64,403
24,0,3,13,87.32,313
41,1,4,2,60.55,423
70,0,4,17,62.77,456
44,1,2,17,42.6,307
65,1,0,8,68.84,171
31,0,4,4,30.64,269
45,0,2,23,57.49,428
54,1,3,1,38.35,198
57,0,2,20,81.61,68
35,0,3,10,69.95,76
43,0,0,7,45.03,305
70,1,2,7,36.95,319
69,0,2,18,60.95,130
24,0,2,16,65.25,65
63,1,2,21,32.75,206
63,1,1,14,95.17,80
32,1,0,1,65.79,393
48,0,2,4,95.25,456
27,1,4,8,43.05,377
62,0,1,9,39.89,246
70,1,0,22,34.84,367
62,0,2,24,71.54,76
60,0,1,6,56.87,393
64,0,0,17,74.67,185
32,1,3,21,62.34,249
55,0,4,16,93.11,488
30,1,3,11,41.97,58
29,0,2,12,68.84,110
54,0,0,4,60.29,356
33,0,4,1,74.59,458
33,0,2,13,89.92,123
30,0,4,3,31.74,170
40,1,0,13,80.06,473
25,0,4,12,88.75,427
18,1,1,18,76.34,137
45,0,2,14,74.31,260
24,1,3,16,47.42,472
25,0,0,21,35.1,85
19,0,3,4,43.69,258
46,1,0,22,93.52,66
26,0,1,18,67.51,234
62,0,3,5,89.67,155
66,0,2,20,87.78,74
67,0,0,18,76.78,190
70,1,1,1,92.47,256
39,0,2,9,92.18,222
52,1,3,20,79.34,373
60,0,0,20,43.67,459
50,1,0,13,50.94,219
48,0,1,19,58.91,370
22,1,1,14,50.73,178
44,0,1,1,52.36,55
69,1,4,10,61.88,210
30,0,4,18,99.89,424
25,1,2,11,54.07,82
44,1,1,22,74.6,491
50,1,3,4,48.4,146
69,0,4,23,89.12,404
39,0,1,12,63.65,98
44,1,1,13,47.99,272
21,1,1,9,63.39,461
30,1,4,8,72.49,316
54,1,2,23,49.38,281
30,0,4,14,68.44,387
58,1,1,4,59.76,374
39,1,1,16,51.78,80
44,0,1,22,49.01,339
34,0,4,1,70.07,154
22,0,2,1,38.14,366
25,0,3,2,60.46,208
25,0,4,11,46.6,442
51,1,4,24,74.27,194
